Open,High,Low,Close,Volume,Dividends,Stock Splits
220.74713841963055,222.54514803369162,219.46854635353304,221.76600646972656,44944500,0.0,0.0
221.5562414690178,223.70387248945224,220.896963160989,223.2044219970703,28111300,0.0,0.0
222.36535526416637,225.82155947797517,220.94691765378838,222.47523498535156,54561100,0.0,0.0
224.38313701629485,227.629565273657,224.32320539488208,227.22999572753906,42137700,0.0,0.0
227.1699981689453,228.66000366210938,226.41000366210938,226.9600067138672,38328800,0.25,0.0
225.0,225.6999969482422,221.5,224.22999572753906,42005600,0.0,0.0
224.5500030517578,225.58999633789062,223.36000061035156,224.22999572753906,40398300,0.0,0.0
224.00999450683594,226.64999389648438,222.75999450683594,225.1199951171875,48566200,0.0,0.0
225.02000427246094,228.8699951171875,225.0,228.22000122070312,44923900,0.0,0.0
226.39999389648438,226.9199981689453,224.27000427246094,225.0,47923700,0.0,0.0
225.25,229.74000549316406,225.1699981689453,228.02000427246094,44686000,0.0,0.0
226.97999572753906,230.16000366210938,226.66000366210938,228.27999877929688,36211800,0.0,0.0
228.05999755859375,229.92999267578125,225.88999938964844,229.0,35169600,0.0,0.0
228.8800048828125,230.16000366210938,225.7100067138672,228.52000427246094,42108300,0.0,0.0
228.05999755859375,230.72000122070312,228.05999755859375,229.8699951171875,38168300,0.0,0.0
231.4600067138672,233.25,229.74000549316406,232.8699951171875,90152800,0.0,0.0
233.3300018310547,235.57000732421875,233.3300018310547,235.05999755859375,45986200,0.0,0.0
234.47000122070312,235.69000244140625,233.80999755859375,234.92999267578125,33498400,0.0,0.0
234.80999755859375,237.80999755859375,233.97000122070312,237.3300018310547,28481400,0.0,0.0
237.27000427246094,240.7899932861328,237.16000366210938,239.58999633789062,48137100,0.0,0.0
239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,38808200,0.0,0.0
